note_id,title,word_count,line_count,section_count,max_heading_depth,list_item_count,code_block_count,code_block_line_count,image_count,table_count,quote_block_count,frontmatter_present,frontmatter_field_count,tag_count,has_code,has_images,has_table,has_quotes,has_lists,has_frontmatter,is_empty,has_math,outlink_count,inlink_count,total_degree,is_orphan
anomaly_detection_with_clustering,Anomaly Detection with Clustering,319,24,3,2,0,0,0,0,15,0,True,2,2,False,False,True,False,False,True,False,False,5,2,7,False
anomaly_detection_with_statistical_methods,Anomaly Detection with Statistical Methods,221,34,3,3,16,0,0,0,0,0,True,1,3,False,False,False,False,True,True,False,False,7,1,8,False
anomaly_detection,Anomaly Detection,325,35,2,2,14,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,16,6,22,False
apache_airflow,Apache Airflow,116,7,0,0,3,0,0,0,0,0,True,2,3,False,False,False,False,True,True,False,False,1,4,5,False
apache_kafka,Apache Kafka,226,11,1,3,0,0,0,0,0,0,True,4,2,False,False,False,False,False,True,False,False,5,4,9,False
apache_spark,Apache Spark,72,3,0,0,0,0,0,0,0,0,True,3,1,False,False,False,False,False,True,False,False,1,10,11,False
api_driven_microservices,API Driven Microservices,296,11,0,0,0,0,0,0,0,0,True,1,2,False,False,False,False,False,True,False,False,3,1,4,False
api,API,187,19,4,4,3,0,0,0,0,0,True,4,1,False,False,False,False,True,True,False,False,4,7,11,False
apoc_procedures,APOC Procedures,500,72,10,3,14,7,19,0,22,0,True,2,2,True,False,True,False,True,True,False,False,0,1,1,False
arima,ARIMA,404,50,10,4,18,0,0,0,8,0,True,2,1,False,False,True,False,True,True,False,True,5,2,7,False
asking_questions,Asking questions,366,51,9,4,20,0,0,0,22,0,True,6,4,False,False,True,False,True,True,False,False,3,1,4,False
attack_mitigation,Attack mitigation,82,11,2,3,3,0,0,0,0,0,True,2,0,False,False,False,False,True,True,False,False,0,2,2,False
attack_types,Attack types,123,16,2,3,4,0,0,0,8,0,True,2,0,False,False,True,False,True,True,False,False,1,1,2,False
attention_is_all_you_need,Attention Is All You Need,0,0,0,0,0,0,0,0,0,0,True,3,0,False,False,False,False,False,True,True,False,0,1,1,False
attention_mechanism,Attention mechanism,905,51,5,3,8,0,0,0,0,0,True,7,1,False,False,False,False,True,True,False,True,9,9,18,False
auc,AUC,228,24,5,4,4,1,10,0,0,0,True,6,1,True,False,False,False,True,True,False,False,1,1,2,False
automated_feature_creation,Automated Feature Creation,109,10,0,0,6,0,0,0,0,0,True,1,0,False,False,False,False,True,True,False,False,3,1,4,False
aws_lambda,AWS Lambda,299,15,0,0,4,0,0,0,0,0,True,3,0,False,False,False,False,True,True,False,False,2,0,2,True
azure,Azure,16,1,0,0,0,0,0,0,0,0,True,1,2,False,False,False,False,False,True,False,False,0,1,1,False
b-tree,B-tree,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
backpropagation,Backpropagation,438,44,10,2,8,1,19,0,0,0,True,4,3,True,False,False,False,True,True,False,True,10,7,17,False
bag_of_words,Bag of words,241,17,1,1,0,1,8,0,0,0,True,4,1,True,False,False,False,False,True,False,False,3,4,7,False
bagging,Bagging,398,23,7,3,8,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,3,4,7,False
bag_of_words.py,Bag_of_Words.py,86,5,1,3,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,1,1,False
bandit_example_output,Bandit example output,468,127,2,2,0,3,134,0,0,0,False,0,0,True,False,False,False,False,False,False,False,3,1,4,False
bandit_example_fixed.py,Bandit_Example_Fixed.py,1,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
bandit_example_nonfixed.py,Bandit_Example_Nonfixed.py,1,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,2,2,False
bash,Bash,174,78,6,4,4,16,38,0,0,0,False,0,0,True,False,False,False,True,False,False,False,2,3,5,False
batch_normalisation,Batch Normalisation,307,53,6,3,4,2,37,1,0,0,True,2,0,True,True,False,False,True,True,False,False,5,2,7,False
batch_processing,Batch Processing,135,9,0,0,0,0,0,0,0,0,True,4,1,False,False,False,False,False,True,False,False,4,8,12,False
bellman_equations,Bellman Equations,258,16,0,0,0,0,0,0,3,0,True,6,1,False,False,True,False,False,True,False,True,1,2,3,False
benefits_of_data_transformation,Benefits of Data Transformation,32,5,1,2,4,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,3,1,4,False
bernoulli,Bernoulli,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
bert_pretraining_of_deep_bidirectional_transformers_for_language_understanding,BERT Pretraining of Deep Bidirectional Transformers for Language Understanding,0,0,0,0,0,0,0,0,0,0,True,4,0,False,False,False,False,False,True,True,False,0,1,1,False
bert,BERT,275,25,2,3,9,0,0,0,0,0,True,4,2,False,False,False,False,True,True,False,False,10,9,19,False
bertscore,BERTScore,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
bias_and_variance,Bias and variance,230,19,1,3,7,0,0,0,0,0,True,4,2,False,False,False,False,True,True,False,False,4,3,7,False
big_data,Big Data,174,16,0,0,11,0,0,0,0,0,True,4,1,False,False,False,False,True,True,False,False,6,5,11,False
big_o_notation,Big O Notation,83,7,0,0,3,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,0,1,1,False
bigquery,BigQuery,233,10,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,2,2,4,False
binary_classification,Binary Classification,89,8,0,0,5,0,0,0,0,0,True,2,2,False,False,False,False,True,True,False,False,6,9,15,False
binder,Binder,1,1,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,True,False,0,0,0,True
boosting,Boosting,296,14,3,3,5,0,0,0,0,0,True,1,2,False,False,False,False,True,True,False,False,6,5,11,False
bootstrap,Bootstrap,7,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
boxplot,Boxplot,261,42,11,2,10,2,31,0,0,0,True,2,3,True,False,False,False,True,True,False,False,3,4,7,False
business_intelligence,business intelligence,187,8,1,2,0,0,0,0,0,0,True,2,1,False,False,False,False,False,True,False,False,2,3,5,False
business_observability,Business observability,197,10,0,0,0,0,0,0,0,0,True,1,1,False,False,False,False,False,True,False,False,3,1,4,False
business_value_of_anomaly_detection,Business value of anomaly detection,65,8,2,2,3,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,1,1,2,False
career_interest,Career Interest,13,1,0,0,0,0,0,0,0,0,True,3,0,False,False,False,False,False,True,False,False,0,0,0,True
casual_inference,Casual Inference,3,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
catboost,CatBoost,311,52,9,4,0,7,21,0,0,0,True,3,0,True,False,False,False,False,True,False,False,3,3,6,False
central_limit_theorem,Central Limit Theorem,146,14,2,3,4,0,0,0,0,0,True,1,1,False,False,False,False,True,True,False,False,2,4,6,False
chain_of_thought,Chain of thought,148,13,0,0,8,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,3,4,7,False
change_management,Change Management,242,23,0,0,11,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,0,3,3,False
checksum,Checksum,396,31,1,3,3,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,True,3,1,4,False
chi-squared_test,Chi-Squared Test,38,2,1,2,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,1,1,False
choosing_a_threshold,Choosing a Threshold,145,5,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,3,1,4,False
choosing_the_number_of_clusters,Choosing the Number of Clusters,100,3,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,4,1,5,False
ci-cd,CI-CD,53,4,0,0,2,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,5,2,7,False
class_separability,Class Separability,227,7,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,False,False,4,0,4,True
classification_report,Classification Report,213,33,3,3,12,1,12,1,0,0,False,0,0,True,True,False,False,True,False,False,False,6,1,7,False
classification,Classification,227,20,3,2,6,0,0,0,0,0,True,2,2,False,False,False,False,True,True,False,False,10,21,31,False
claude,Claude,17,2,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,False,False,0,0,0,True
cleaning_terminal_path,cleaning terminal path,23,15,1,3,0,2,11,0,0,0,True,4,1,True,False,False,False,False,True,False,False,0,0,0,True
click_implementation.py,Click_Implementation.py,192,44,5,3,0,6,15,0,0,0,False,0,0,True,False,False,False,False,False,False,False,0,1,1,False
cloud_providers,Cloud Providers,31,6,1,2,0,0,0,0,0,0,True,2,1,False,False,False,False,False,True,False,False,6,3,9,False
clustering,Clustering,158,18,3,2,7,1,3,0,0,0,True,4,1,True,False,False,False,True,True,False,False,11,20,31,False
clustering_dashboard.py,Clustering_Dashboard.py,1,1,0,0,0,0,0,0,0,0,True,6,1,False,False,False,False,False,True,True,False,0,1,1,False
clustermap,Clustermap,62,14,2,2,5,1,3,0,0,0,False,0,0,True,False,False,False,True,False,False,False,2,0,2,True
code_diagrams,Code Diagrams,44,7,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,5,0,5,True
columnar_storage,Columnar Storage,148,13,0,0,2,0,0,0,10,0,False,0,0,False,False,True,False,True,False,False,False,1,6,7,False
command_line,Command Line,36,5,0,0,0,0,0,0,0,0,True,6,1,False,False,False,False,False,True,False,False,4,0,4,True
command_prompt,Command Prompt,467,121,10,2,21,21,44,0,0,0,True,3,1,True,False,False,False,True,True,False,False,2,3,5,False
common_table_expression,Common Table Expression,238,47,2,3,1,3,36,0,0,0,True,3,2,True,False,False,False,True,True,False,False,4,1,5,False
communication_principles,Communication principles,6,2,0,0,0,0,0,2,0,0,True,1,1,False,True,False,False,False,True,True,False,2,0,2,True
communication_techniques,Communication Techniques,429,64,9,3,24,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,0,0,0,True
comparing_llm,Comparing LLM,16,4,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,False,False,1,0,1,True
comparing_ensembles.py,Comparing_Ensembles.py,82,8,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,1,2,False
components_of_the_database,Components of the database,12,2,0,0,0,0,0,1,0,0,False,0,0,False,True,False,False,False,False,False,False,3,2,5,False
computer_science,Computer Science,1,1,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,True,False,1,0,1,True
concatenate,Concatenate,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
conceptual_data_model,conceptual data model,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
conceptual_model,Conceptual Model,38,7,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,1,2,False
concurrency,Concurrency,5,2,0,0,1,0,0,0,0,0,False,0,0,False,False,False,False,True,False,True,False,1,3,4,False
confidence_interval,Confidence Interval,98,6,1,3,3,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,0,3,3,False
confusion_matrix,Confusion Matrix,249,32,7,2,11,2,9,3,0,0,True,4,1,True,True,False,False,True,True,False,False,9,4,13,False
continuous_delivery_-_deployment,Continuous Delivery - Deployment,79,8,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,0,1,True
continuous_integration,Continuous Integration,24,3,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,3,3,False
converting_categorical_variables_to_a_dummy_indicators,Converting categorical variables to a dummy indicators,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,0,0,True
convolutional_neural_networks,Convolutional Neural Networks,152,11,0,0,3,0,0,2,0,0,True,4,0,False,True,False,False,True,True,False,False,4,1,5,False
correlation_vs_causation,Correlation vs Causation,56,4,0,0,2,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,1,2,3,False
correlation,Correlation,323,32,5,3,7,1,2,0,0,0,True,1,1,True,False,False,False,True,True,False,False,8,11,19,False
cosine_similarity,Cosine Similarity,97,6,0,0,3,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,3,3,6,False
cost_function,Cost Function,290,9,0,0,0,0,0,2,0,0,False,0,0,False,True,False,False,False,False,False,False,9,9,18,False
cost-sensitive_analysis,Cost-Sensitive Analysis,416,18,2,3,0,0,0,0,0,0,True,6,1,False,False,False,False,False,True,False,False,1,3,4,False
covariance_structures,Covariance Structures,354,39,4,3,7,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,True,8,2,10,False
covariance_vs_correlation,Covariance vs Correlation,193,13,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,True,2,0,2,True
covariance,Covariance,201,15,0,0,8,0,0,0,0,0,True,6,2,False,False,False,False,True,True,False,True,2,4,6,False
covering_index,Covering Index,8,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,1,1,2,False
cron_jobs,Cron jobs,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,0,0,True
cross_entropy,Cross Entropy,450,32,2,3,5,0,0,0,0,0,True,2,2,False,False,False,False,True,True,False,True,7,8,15,False
cross_validation,Cross Validation,427,30,6,3,15,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,11,10,21,False
crosstab,Crosstab,86,29,2,1,1,3,22,0,0,0,False,0,0,True,False,False,False,True,False,False,False,1,2,3,False
cross_entropy.py,Cross_Entropy.py,445,34,4,3,3,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,2,1,3,False
cross_entropy_single.py,Cross_Entropy_Single.py,262,24,2,3,6,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,True,0,1,1,False
crud,CRUD,1,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,4,4,False
cryptography,Cryptography,533,110,14,3,5,7,91,0,0,0,True,6,1,True,False,False,False,True,True,False,True,4,0,4,True
cuda,CUDA,102,8,1,2,0,0,0,0,8,0,True,2,1,False,False,True,False,False,True,False,False,1,0,1,True
current_challenges_within_the_energy_sector,Current challenges within the energy sector,19,1,0,0,0,0,0,0,0,0,True,5,1,False,False,False,False,False,True,False,False,1,1,2,False
cypher,Cypher,736,148,20,2,34,12,34,0,54,0,True,2,2,True,False,True,False,True,True,False,False,4,3,7,False
dagster,dagster,50,4,0,0,2,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,2,3,5,False
dash,Dash,127,13,0,0,2,0,0,0,0,0,True,6,0,False,False,False,False,True,True,False,False,3,1,4,False
dashboarding,Dashboarding,2,2,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,True,False,2,1,3,False
data_ai_education_at_work,Data AI Education at Work,326,41,4,3,0,0,0,0,0,0,True,1,1,False,False,False,False,False,True,False,False,0,0,0,True
data_analysis_portal,Data Analysis Portal,4,2,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,2,0,2,True
data_analysis,Data Analysis,204,10,1,3,6,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,6,10,16,False
data_analyst,Data Analyst,176,15,1,3,13,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,9,3,12,False
data_architect,Data Architect,19,3,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,1,1,False
data_archive_graph_analysis,Data Archive Graph Analysis,16,5,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,False,False,3,0,3,True
data_asset,data asset,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
data_cleansing,Data Cleansing,58,11,0,0,7,0,0,0,0,0,True,8,3,False,False,False,False,True,True,False,False,7,8,15,False
data_collection,Data Collection,14,2,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,2,3,5,False
data_contract,Data Contract,184,21,2,3,2,0,0,1,0,0,False,0,0,False,True,False,False,True,False,False,False,5,2,7,False
data_distribution,Data Distribution,50,7,0,0,4,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,0,2,2,False
data_drift,Data Drift,285,19,0,0,6,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,1,2,3,False
data_engineer,Data Engineer,222,23,2,3,5,0,0,0,0,0,True,4,2,False,False,False,False,True,True,False,False,7,4,11,False
data_engineering_portal,Data Engineering Portal,135,18,1,2,12,0,0,0,0,0,True,4,3,False,False,False,False,True,True,False,False,9,1,10,False
data_engineering_tools,Data Engineering Tools,109,15,1,3,4,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,8,3,11,False
data_engineering,Data Engineering,276,10,0,0,3,0,0,0,0,1,True,4,1,False,False,False,True,True,True,False,False,5,3,8,False
data_governance,Data Governance,94,3,0,0,0,0,0,0,0,0,True,2,2,False,False,False,False,False,True,False,False,1,6,7,False
data_hierarchy_of_needs,Data Hierarchy of Needs,147,14,0,0,0,0,0,1,0,0,True,2,1,False,True,False,False,False,True,False,False,1,0,1,True
data_ingestion,Data Ingestion,120,12,0,0,5,0,0,0,0,0,True,6,0,False,False,False,False,True,True,False,False,11,6,17,False
data_integration,Data Integration,199,21,6,3,11,0,0,0,0,0,True,2,2,False,False,False,False,True,True,False,False,2,2,4,False
data_integrity,Data Integrity,112,16,0,0,6,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,4,11,15,False
data_lake,Data Lake,260,18,0,0,9,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,2,5,7,False
data_lakehouse,Data Lakehouse,468,30,2,3,2,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,4,2,6,False
data_leakage,Data Leakage,61,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,3,3,False
data_lifecycle_management,Data Lifecycle Management,78,11,0,0,0,0,0,0,0,0,True,4,2,False,False,False,False,False,True,False,False,9,3,12,False
data_lineage,data lineage,51,3,0,0,0,0,0,0,0,0,True,2,1,False,False,False,False,False,True,False,False,1,3,4,False
data_literacy,data literacy,186,7,0,0,3,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,0,0,0,True
data_management,Data Management,73,14,0,0,8,0,0,0,0,0,True,4,1,False,False,False,False,True,True,False,False,8,14,22,False
data_mining_-_crisp,Data Mining - CRISP,222,17,0,0,0,1,8,0,0,0,True,2,1,True,False,False,False,False,True,False,False,1,0,1,True
data_modelling,Data Modelling,126,15,0,0,5,0,0,0,0,0,True,1,1,False,False,False,False,True,True,False,False,5,2,7,False
data_observability,Data Observability,441,29,2,3,8,0,0,0,0,0,True,3,2,False,False,False,False,True,True,False,False,4,8,12,False
data_orchestration,Data Orchestration,226,11,1,2,0,1,4,0,0,0,True,3,1,True,False,False,False,False,True,False,False,1,0,1,True
data_pipeline_to_data_products,Data Pipeline to Data Products,229,23,2,3,0,0,0,0,0,0,True,6,5,False,False,False,False,False,True,False,False,2,2,4,False
data_pipeline,Data Pipeline,164,25,3,4,1,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,8,6,14,False
data_principles,Data Principles,282,16,0,0,1,0,0,0,0,0,True,3,2,False,False,False,False,True,True,False,False,8,0,8,True
data_product,Data Product,67,5,0,0,0,0,0,0,0,0,True,2,3,False,False,False,False,False,True,False,False,1,1,2,False
data_quality,Data Quality,87,11,0,0,6,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,4,22,26,False
data_reduction,Data Reduction,42,4,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,3,1,4,False
data_roles,Data Roles,231,17,2,4,3,0,0,0,20,0,False,0,0,False,False,True,False,True,False,False,False,11,1,12,False
data_science,Data Science,46,3,0,0,1,0,0,0,0,0,True,1,1,False,False,False,False,True,True,False,False,3,0,3,True
data_scientist,Data Scientist,30,4,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,1,2,False
data_security,Data Security,244,44,3,3,19,1,5,0,0,0,True,1,2,True,False,False,False,True,True,False,False,6,8,14,False
data_selection_in_ml,Data Selection in ML,323,23,0,0,2,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,10,1,11,False
data_selection,Data Selection,243,44,7,3,2,6,19,0,0,0,True,1,2,True,False,False,False,True,True,False,False,2,4,6,False
data_steward,Data Steward,217,18,2,3,4,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,3,2,5,False
data_storage,Data Storage,191,23,3,2,10,0,0,0,8,0,True,4,2,False,False,True,False,True,True,False,False,15,8,23,False
data_streaming,Data Streaming,70,8,0,0,0,0,0,0,0,0,True,4,1,False,False,False,False,False,True,False,False,5,6,11,False
data_terms,Data Terms,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,0,0,True
data_transformation_in_data_engineering,Data transformation in Data Engineering,63,6,0,0,4,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,4,1,5,False
data_transformation_in_machine_learning,Data transformation in Machine Learning,67,5,0,0,4,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,2,1,3,False
data_transformation_with_pandas,Data Transformation with Pandas,70,22,1,3,9,0,0,1,14,0,True,6,1,False,True,True,False,True,True,False,False,11,1,12,False
data_transformation,Data Transformation,101,19,0,0,15,0,0,0,0,0,True,2,2,False,False,False,False,True,True,False,False,11,15,26,False
data_validation,Data Validation,69,9,0,0,6,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,4,3,7,False
data_virtualization,Data Virtualization,142,5,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,2,3,False
data_visualisation,Data Visualisation,37,5,0,0,3,0,0,0,0,0,True,6,1,False,False,False,False,True,True,False,False,3,11,14,False
data_warehouse,Data Warehouse,157,15,3,5,2,0,0,0,0,0,True,3,2,False,False,False,False,True,True,False,False,5,11,16,False
database_index,Database Index,318,28,3,2,6,2,4,0,0,0,True,6,1,True,False,False,False,True,True,False,False,5,5,10,False
database_management_system_(dbms),Database Management System (DBMS),61,10,0,0,5,0,0,0,0,0,True,6,2,False,False,False,False,True,True,False,False,6,5,11,False
database_schema,Database Schema,297,16,1,4,2,0,0,0,0,0,True,4,2,False,False,False,False,True,True,False,False,7,9,16,False
database_storage,Database Storage,18,4,0,0,0,0,0,0,0,0,True,2,2,False,False,False,False,False,True,False,False,4,0,4,True
database_techniques,Database Techniques,39,11,0,0,4,0,0,0,0,0,True,6,1,False,False,False,False,True,True,False,False,9,4,13,False
database,Database,137,19,0,0,13,0,0,0,0,0,True,4,3,False,False,False,False,True,True,False,False,13,14,27,False
databricks_vs_snowflake,Databricks vs Snowflake,350,14,0,0,2,0,0,0,22,0,True,6,2,False,False,True,False,True,True,False,False,3,1,4,False
databricks,Databricks,168,24,1,3,3,0,0,0,0,0,True,1,1,False,False,False,False,True,True,False,False,7,4,11,False
datasets,Datasets,194,16,5,2,10,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,1,5,6,False
dbscan,DBScan,199,23,5,3,4,1,15,0,0,0,True,4,1,True,False,False,False,True,True,False,False,3,4,7,False
dbt,dbt,632,50,6,3,5,1,12,0,0,0,True,4,1,True,False,False,False,True,True,False,False,6,6,12,False
debugging_ipynb,Debugging ipynb,7,4,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,0,0,True
debugging,Debugging,401,24,3,4,7,0,0,0,0,0,True,6,1,False,False,False,False,True,True,False,False,10,3,13,False
debugging.py,Debugging.py,133,8,1,3,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,1,1,False
